Date,MaxT,MinT,Daily Avg
06/04/2008,96.,71.,83.5
06/05/2008,91.,73.,82.
06/06/2008,98.,69.,83.5
06/07/2008,103.,73.,88.
06/08/2008,100.,76.,88.
06/09/2008,105.,76.,90.5
06/10/2008,108.,77.,92.5
06/11/2008,101.,77.,89.
06/12/2008,101.,75.,88.
06/13/2008,107.,76.,91.5
06/14/2008,110.,79.,94.5
06/15/2008,112.,81.,96.5
06/16/2008,112.,85.,98.5
06/17/2008,113.,88.,100.5
06/18/2008,112.,88.,100.
06/19/2008,112.,79.,95.5
06/20/2008,114.,80.,97.
06/21/2008,115.,80.,97.5
06/22/2008,111.,89.,100.
06/23/2008,113.,84.,98.5
06/24/2008,111.,85.,98.
06/25/2008,109.,84.,96.5
06/26/2008,107.,85.,96.
06/27/2008,107.,81.,94.
06/28/2008,110.,84.,97.
06/29/2008,112.,87.,99.5
06/30/2008,110.,86.,98.
07/01/2008,112.,90.,101.
07/02/2008,111.,88.,99.5
07/03/2008,109.,84.,96.5
07/04/2008,106.,87.,96.5
07/05/2008,105.,85.,95.
07/06/2008,109.,87.,98.
07/07/2008,107.,84.,95.5
07/08/2008,109.,87.,98.
07/09/2008,106.,87.,96.5
07/10/2008,100.,71.,85.5
07/11/2008,94.,73.,83.5
07/12/2008,101.,80.,90.5
07/13/2008,102.,74.,88.
07/14/2008,96.,79.,87.5
07/15/2008,104.,83.,93.5
07/16/2008,108.,85.,96.5
07/17/2008,110.,88.,99.
07/18/2008,111.,88.,99.5
07/19/2008,102.,85.,93.5
07/20/2008,97.,79.,88.
07/21/2008,104.,85.,94.5
07/22/2008,108.,88.,98.
07/23/2008,108.,86.,97.
07/24/2008,111.,89.,100.
07/25/2008,106.,85.,95.5
07/26/2008,106.,85.,95.5
07/27/2008,104.,86.,95.
07/28/2008,104.,84.,94.
07/29/2008,107.,82.,94.5
07/30/2008,109.,85.,97.
07/31/2008,112.,86.,99.
08/01/2008,113.,95.,104.
08/02/2008,108.,91.,99.5
08/03/2008,104.,89.,96.5
08/04/2008,101.,84.,92.5
08/05/2008,107.,78.,92.5
08/06/2008,106.,78.,92.
08/07/2008,108.,75.,91.5
08/08/2008,99.,76.,87.5
08/09/2008,103.,83.,93.
08/10/2008,105.,84.,94.5
08/11/2008,108.,88.,98.
08/12/2008,107.,87.,97.
08/13/2008,105.,86.,95.5
08/14/2008,102.,79.,90.5
08/15/2008,101.,83.,92.
08/16/2008,104.,84.,94.
08/17/2008,104.,84.,94.
08/18/2008,105.,83.,94.
08/19/2008,106.,84.,95.
08/20/2008,107.,85.,96.
08/21/2008,107.,84.,95.5
08/22/2008,107.,87.,97.
08/23/2008,108.,89.,98.5
08/24/2008,109.,87.,98.
08/25/2008,104.,72.,88.
08/26/2008,92.,73.,82.5
08/27/2008,97.,77.,87.
08/28/2008,100.,64.,82.
08/29/2008,101.,77.,89.
08/30/2008,98.,81.,89.5
08/31/2008,95.,74.,84.5
09/01/2008,96.,78.,87.
09/02/2008,103.,82.,92.5
09/03/2008,103.,82.,92.5
09/04/2008,105.,82.,93.5
09/05/2008,106.,80.,93.
09/06/2008,108.,82.,95.
09/07/2008,106.,82.,94.
09/08/2008,102.,86.,94.
09/09/2008,101.,81.,91.
09/10/2008,98.,78.,88.
09/11/2008,97.,76.,86.5
09/12/2008,95.,73.,84.
09/13/2008,99.,76.,87.5
09/14/2008,103.,75.,89.
09/15/2008,99.,79.,89.
09/16/2008,96.,79.,87.5
09/17/2008,97.,77.,87.
09/18/2008,99.,77.,88.
09/19/2008,101.,77.,89.
09/20/2008,100.,79.,89.5
09/21/2008,101.,79.,90.
09/22/2008,101.,76.,88.5
09/23/2008,101.,78.,89.5
09/24/2008,106.,78.,92.
09/25/2008,102.,81.,91.5
09/26/2008,101.,80.,90.5
09/27/2008,100.,79.,89.5
09/28/2008,101.,79.,90.
09/29/2008,99.,78.,88.5
09/30/2008,100.,76.,88.
10/01/2008,100.,78.,89.
10/02/2008,100.,76.,88.
10/03/2008,93.,75.,84.
10/04/2008,84.,71.,77.5
10/05/2008,84.,68.,76.
10/06/2008,90.,66.,78.
10/07/2008,95.,66.,80.5
10/08/2008,98.,69.,83.5
10/09/2008,98.,71.,84.5
10/10/2008,94.,69.,81.5
10/11/2008,77.,57.,67.
10/12/2008,72.,50.,61.
10/13/2008,77.,51.,64.
10/14/2008,83.,54.,68.5
10/15/2008,90.,59.,74.5
10/16/2008,93.,65.,79.
10/17/2008,95.,66.,80.5
10/18/2008,96.,69.,82.5
10/19/2008,97.,68.,82.5
10/20/2008,94.,68.,81.
10/21/2008,92.,66.,79.
10/22/2008,88.,64.,76.
10/23/2008,88.,59.,73.5
10/24/2008,88.,59.,73.5
10/25/2008,89.,59.,74.
10/26/2008,91.,59.,75.
10/27/2008,94.,63.,78.5
10/28/2008,93.,66.,79.5
10/29/2008,94.,69.,81.5
10/30/2008,94.,67.,80.5
10/31/2008,92.,67.,79.5
11/01/2008,94.,65.,79.5
11/02/2008,88.,65.,76.5
11/03/2008,87.,61.,74.
11/04/2008,78.,60.,69.
11/05/2008,76.,56.,66.
11/06/2008,74.,50.,62.
11/07/2008,78.,50.,64.
11/08/2008,81.,53.,67.
11/09/2008,78.,53.,65.5
11/10/2008,69.,51.,60.
11/11/2008,73.,53.,63.
11/12/2008,76.,52.,64.
11/13/2008,79.,53.,66.
11/14/2008,85.,54.,69.5
11/15/2008,83.,57.,70.
11/16/2008,84.,60.,72.
11/17/2008,87.,59.,73.
11/18/2008,88.,58.,73.
11/19/2008,86.,57.,71.5
11/20/2008,83.,56.,69.5
11/21/2008,78.,58.,68.
11/22/2008,79.,57.,68.
11/23/2008,80.,51.,65.5
11/24/2008,82.,51.,66.5
11/25/2008,77.,62.,69.5
11/26/2008,66.,54.,60.
11/27/2008,67.,56.,61.5
11/28/2008,67.,52.,59.5
11/29/2008,69.,51.,60.
11/30/2008,72.,49.,60.5
12/01/2008,78.,51.,64.5
12/02/2008,76.,52.,64.
12/03/2008,75.,49.,62.
12/04/2008,71.,51.,61.
12/05/2008,75.,47.,61.
12/06/2008,73.,48.,60.5
12/07/2008,64.,50.,57.
12/08/2008,67.,50.,58.5
12/09/2008,68.,51.,59.5
12/10/2008,66.,45.,55.5
12/11/2008,74.,46.,60.
12/12/2008,68.,52.,60.
12/13/2008,70.,48.,59.
12/14/2008,59.,47.,53.
12/15/2008,53.,46.,49.5
12/16/2008,56.,51.,53.5
12/17/2008,68.,51.,59.5
12/18/2008,59.,47.,53.
12/19/2008,60.,42.,51.
12/20/2008,60.,40.,50.
12/21/2008,63.,40.,51.5
12/22/2008,59.,44.,51.5
12/23/2008,58.,48.,53.
12/24/2008,61.,46.,53.5
12/25/2008,60.,52.,56.
12/26/2008,59.,40.,49.5
12/27/2008,51.,34.,42.5
12/28/2008,59.,34.,46.5
12/29/2008,72.,40.,56.
12/30/2008,73.,43.,58.
12/31/2008,74.,46.,60.
01/01/2009,70.,44.,57.
01/02/2009,69.,45.,57.
01/03/2009,65.,43.,54.
01/04/2009,56.,50.,53.
01/05/2009,58.,43.,50.5
01/06/2009,59.,41.,50.
01/07/2009,63.,40.,51.5
01/08/2009,66.,42.,54.
01/09/2009,67.,43.,55.
01/10/2009,66.,43.,54.5
01/11/2009,69.,41.,55.
01/12/2009,74.,42.,58.
01/13/2009,74.,46.,60.
01/14/2009,74.,45.,59.5
01/15/2009,79.,46.,62.5
01/16/2009,79.,48.,63.5
01/17/2009,77.,50.,63.5
01/18/2009,78.,48.,63.
01/19/2009,79.,49.,64.
01/20/2009,80.,50.,65.
01/21/2009,80.,59.,69.5
01/22/2009,75.,60.,67.5
01/23/2009,72.,60.,66.
01/24/2009,72.,58.,65.
01/25/2009,71.,52.,61.5
01/26/2009,63.,49.,56.
01/27/2009,63.,42.,52.5
01/28/2009,64.,40.,52.
01/29/2009,72.,42.,57.
01/30/2009,76.,49.,62.5
01/31/2009,75.,44.,59.5
02/01/2009,73.,46.,59.5
02/02/2009,77.,46.,61.5
02/03/2009,82.,48.,65.
02/04/2009,84.,53.,68.5
02/05/2009,82.,53.,67.5
02/06/2009,72.,51.,61.5
02/07/2009,72.,50.,61.
02/08/2009,60.,49.,54.5
02/09/2009,62.,45.,53.5
02/10/2009,57.,44.,50.5
02/11/2009,61.,41.,51.
02/12/2009,63.,47.,55.
02/13/2009,63.,41.,52.
02/14/2009,61.,42.,51.5
02/15/2009,65.,44.,54.5
02/16/2009,66.,45.,55.5
02/17/2009,64.,52.,58.
02/18/2009,67.,45.,56.
02/19/2009,73.,46.,59.5
02/20/2009,76.,48.,62.
02/21/2009,76.,49.,62.5
02/22/2009,78.,55.,66.5
02/23/2009,84.,60.,72.
02/24/2009,84.,56.,70.
02/25/2009,85.,58.,71.5
02/26/2009,78.,54.,66.
02/27/2009,78.,51.,64.5
02/28/2009,85.,52.,68.5
03/01/2009,86.,58.,72.
03/02/2009,88.,58.,73.
03/03/2009,83.,62.,72.5
03/04/2009,83.,61.,72.
03/05/2009,73.,59.,66.
03/06/2009,74.,59.,66.5
03/07/2009,68.,50.,59.
03/08/2009,72.,48.,60.
03/09/2009,76.,57.,66.5
03/10/2009,74.,51.,62.5
03/11/2009,80.,52.,66.
03/12/2009,77.,55.,66.
03/13/2009,76.,54.,65.
03/14/2009,78.,54.,66.
03/15/2009,79.,52.,65.5
03/16/2009,82.,56.,69.
03/17/2009,86.,57.,71.5
03/18/2009,89.,58.,73.5
03/19/2009,89.,61.,75.
03/20/2009,89.,64.,76.5
03/21/2009,90.,60.,75.
03/22/2009,84.,59.,71.5
03/23/2009,72.,51.,61.5
03/24/2009,75.,50.,62.5
03/25/2009,80.,52.,66.
03/26/2009,82.,54.,68.
03/27/2009,71.,49.,60.
03/28/2009,78.,49.,63.5
03/29/2009,82.,54.,68.
03/30/2009,75.,60.,67.5
03/31/2009,77.,50.,63.5
04/01/2009,79.,53.,66.
04/02/2009,83.,55.,69.
04/03/2009,82.,58.,70.
04/04/2009,72.,52.,62.
04/05/2009,81.,50.,65.5
04/06/2009,89.,57.,73.
04/07/2009,92.,62.,77.
04/08/2009,79.,64.,71.5
04/09/2009,79.,54.,66.5
04/10/2009,84.,57.,70.5
04/11/2009,63.,50.,56.5
04/12/2009,76.,54.,65.
04/13/2009,85.,58.,71.5
04/14/2009,88.,65.,76.5
04/15/2009,71.,53.,62.
04/16/2009,68.,46.,57.
04/17/2009,77.,51.,64.
04/18/2009,84.,55.,69.5
04/19/2009,95.,62.,78.5
04/20/2009,97.,64.,80.5
04/21/2009,102.,68.,85.
04/22/2009,97.,69.,83.
04/23/2009,94.,66.,80.
04/24/2009,89.,68.,78.5
04/25/2009,84.,66.,75.
04/26/2009,83.,57.,70.
04/27/2009,85.,60.,72.5
04/28/2009,87.,60.,73.5
04/29/2009,89.,62.,75.5
04/30/2009,91.,63.,77.
05/01/2009,93.,66.,79.5
05/02/2009,90.,76.,83.
05/03/2009,93.,69.,81.
05/04/2009,93.,72.,82.5
05/05/2009,97.,71.,84.
05/06/2009,100.,71.,85.5
05/07/2009,102.,73.,87.5
05/08/2009,105.,73.,89.
05/09/2009,103.,75.,89.
05/10/2009,102.,73.,87.5
05/11/2009,103.,74.,88.5
05/12/2009,101.,73.,87.
05/13/2009,101.,72.,86.5
05/14/2009,101.,73.,87.
05/15/2009,101.,75.,88.
05/16/2009,102.,74.,88.
05/17/2009,107.,78.,92.5
05/18/2009,106.,80.,93.
05/19/2009,105.,83.,94.
05/20/2009,94.,84.,89.
05/21/2009,87.,68.,77.5
05/22/2009,80.,67.,73.5
05/23/2009,92.,72.,82.
05/24/2009,96.,73.,84.5
05/25/2009,96.,73.,84.5
05/26/2009,98.,74.,86.
05/27/2009,100.,74.,87.
05/28/2009,102.,75.,88.5
05/29/2009,101.,77.,89.
05/30/2009,101.,76.,88.5
05/31/2009,100.,75.,87.5
06/01/2009,100.,74.,87.
06/02/2009,102.,77.,89.5
06/03/2009,106.,76.,91.
06/04/2009,107.,78.,92.5
06/05/2009,95.,80.,87.5
06/06/2009,91.,70.,80.5
06/07/2009,92.,68.,80.
06/08/2009,93.,74.,83.5
06/09/2009,96.,74.,85.
06/10/2009,95.,71.,83.
06/11/2009,93.,73.,83.
06/12/2009,98.,71.,84.5
06/13/2009,97.,72.,84.5
06/14/2009,95.,73.,84.
06/15/2009,97.,72.,84.5
06/16/2009,97.,74.,85.5
06/17/2009,96.,79.,87.5
06/18/2009,99.,78.,88.5
06/19/2009,95.,77.,86.
06/20/2009,100.,74.,87.
06/21/2009,101.,77.,89.
06/22/2009,105.,78.,91.5
06/23/2009,103.,83.,93.
06/24/2009,108.,86.,97.
06/25/2009,98.,86.,92.
06/26/2009,105.,80.,92.5
06/27/2009,109.,86.,97.5
06/28/2009,111.,87.,99.
06/29/2009,108.,88.,98.
06/30/2009,108.,86.,97.
07/01/2009,103.,87.,95.
07/02/2009,103.,83.,93.
07/03/2009,107.,79.,93.
07/04/2009,106.,79.,92.5
07/05/2009,110.,90.,100.
07/06/2009,109.,87.,98.
07/07/2009,107.,86.,96.5
07/08/2009,107.,87.,97.
07/09/2009,109.,85.,97.
07/10/2009,112.,89.,100.5
07/11/2009,114.,88.,101.
07/12/2009,115.,91.,103.
07/13/2009,113.,90.,101.5
07/14/2009,114.,89.,101.5
07/15/2009,107.,91.,99.
07/16/2009,112.,90.,101.
07/17/2009,114.,93.,103.5
07/18/2009,114.,90.,102.
07/19/2009,114.,91.,102.5
07/20/2009,111.,84.,97.5
07/21/2009,103.,76.,89.5
07/22/2009,107.,85.,96.
07/23/2009,107.,87.,97.
07/24/2009,101.,83.,92.
07/25/2009,108.,89.,98.5
07/26/2009,110.,87.,98.5
07/27/2009,114.,92.,103.
07/28/2009,115.,92.,103.5
07/29/2009,110.,88.,99.
07/30/2009,108.,86.,97.
07/31/2009,109.,86.,97.5
08/01/2009,110.,85.,97.5
08/02/2009,113.,87.,100.
08/03/2009,114.,89.,101.5
08/04/2009,112.,90.,101.
08/05/2009,113.,95.,104.
08/06/2009,110.,91.,100.5
08/07/2009,102.,82.,92.
08/08/2009,102.,75.,88.5
08/09/2009,104.,77.,90.5
08/10/2009,106.,79.,92.5
08/11/2009,103.,86.,94.5
08/12/2009,110.,87.,98.5
08/13/2009,95.,74.,84.5
08/14/2009,105.,80.,92.5
08/15/2009,106.,80.,93.
08/16/2009,106.,81.,93.5
08/17/2009,108.,80.,94.
08/18/2009,109.,80.,94.5
08/19/2009,106.,84.,95.
08/20/2009,109.,87.,98.
08/21/2009,107.,79.,93.
08/22/2009,96.,76.,86.
08/23/2009,103.,82.,92.5
08/24/2009,104.,83.,93.5
08/25/2009,104.,85.,94.5
08/26/2009,107.,82.,94.5
08/27/2009,113.,84.,98.5
08/28/2009,113.,84.,98.5
08/29/2009,113.,87.,100.
08/30/2009,110.,85.,97.5
08/31/2009,109.,84.,96.5
09/01/2009,106.,83.,94.5
09/02/2009,105.,83.,94.
09/03/2009,107.,80.,93.5
09/04/2009,103.,81.,92.
09/05/2009,90.,73.,81.5
09/06/2009,99.,76.,87.5
09/07/2009,101.,81.,91.
09/08/2009,102.,83.,92.5
09/09/2009,102.,79.,90.5
09/10/2009,106.,81.,93.5
09/11/2009,106.,83.,94.5
09/12/2009,105.,84.,94.5
09/13/2009,102.,83.,92.5
09/14/2009,102.,82.,92.
09/15/2009,99.,78.,88.5
09/16/2009,97.,75.,86.
09/17/2009,100.,76.,88.
09/18/2009,99.,79.,89.
09/19/2009,102.,80.,91.
09/20/2009,102.,78.,90.
09/21/2009,104.,78.,91.
09/22/2009,98.,78.,88.
09/23/2009,95.,76.,85.5
09/24/2009,98.,70.,84.
09/25/2009,103.,73.,88.
09/26/2009,106.,76.,91.
09/27/2009,107.,74.,90.5
09/28/2009,106.,74.,90.
09/29/2009,103.,74.,88.5
09/30/2009,97.,77.,87.
10/01/2009,90.,65.,77.5
10/02/2009,91.,62.,76.5
10/03/2009,89.,70.,79.5
10/04/2009,92.,71.,81.5
10/05/2009,82.,65.,73.5
10/06/2009,87.,59.,73.
10/07/2009,80.,67.,73.5
10/08/2009,82.,62.,72.
10/09/2009,86.,60.,73.
10/10/2009,88.,64.,76.
10/11/2009,89.,63.,76.
10/12/2009,89.,67.,78.
10/13/2009,84.,66.,75.
10/14/2009,88.,64.,76.
10/15/2009,93.,66.,79.5
10/16/2009,100.,66.,83.
10/17/2009,102.,72.,87.
10/18/2009,100.,74.,87.
10/19/2009,95.,71.,83.
10/20/2009,83.,69.,76.
10/21/2009,84.,62.,73.
10/22/2009,85.,61.,73.
10/23/2009,89.,61.,75.
10/24/2009,88.,60.,74.
10/25/2009,89.,63.,76.
10/26/2009,84.,59.,71.5
10/27/2009,85.,56.,70.5
10/28/2009,64.,51.,57.5
10/29/2009,67.,45.,56.
10/30/2009,69.,46.,57.5
10/31/2009,83.,50.,66.5
11/01/2009,88.,55.,71.5
11/02/2009,89.,57.,73.
11/03/2009,96.,58.,77.
11/04/2009,92.,62.,77.
11/05/2009,92.,63.,77.5
11/06/2009,83.,61.,72.
11/07/2009,85.,58.,71.5
11/08/2009,84.,59.,71.5
11/09/2009,86.,58.,72.
11/10/2009,91.,61.,76.
11/11/2009,90.,64.,77.
11/12/2009,79.,64.,71.5
11/13/2009,75.,65.,70.
11/14/2009,69.,56.,62.5
11/15/2009,69.,49.,59.
11/16/2009,74.,45.,59.5
11/17/2009,78.,47.,62.5
11/18/2009,77.,50.,63.5
11/19/2009,77.,48.,62.5
11/20/2009,78.,48.,63.
11/21/2009,77.,50.,63.5
11/22/2009,76.,48.,62.
11/23/2009,74.,48.,61.
11/24/2009,76.,48.,62.
11/25/2009,79.,47.,63.
11/26/2009,81.,60.,70.5
11/27/2009,81.,56.,68.5
11/28/2009,71.,56.,63.5
11/29/2009,68.,49.,58.5
11/30/2009,70.,51.,60.5
12/01/2009,69.,47.,58.
12/02/2009,69.,46.,57.5
12/03/2009,68.,44.,56.
12/04/2009,61.,38.,49.5
12/05/2009,60.,40.,50.
12/06/2009,61.,40.,50.5
12/07/2009,61.,52.,56.5
12/08/2009,55.,42.,48.5
12/09/2009,58.,41.,49.5
12/10/2009,58.,37.,47.5
12/11/2009,63.,40.,51.5
12/12/2009,65.,45.,55.
12/13/2009,62.,49.,55.5
12/14/2009,66.,46.,56.
12/15/2009,70.,43.,56.5
12/16/2009,73.,44.,58.5
12/17/2009,71.,46.,58.5
12/18/2009,72.,46.,59.
12/19/2009,73.,46.,59.5
12/20/2009,71.,46.,58.5
12/21/2009,65.,51.,58.
12/22/2009,66.,47.,56.5
12/23/2009,56.,41.,48.5
12/24/2009,59.,38.,48.5
12/25/2009,59.,37.,48.
12/26/2009,60.,35.,47.5
12/27/2009,62.,40.,51.
12/28/2009,61.,45.,53.
12/29/2009,63.,47.,55.
12/30/2009,61.,42.,51.5
12/31/2009,64.,44.,54.
01/01/2010,68.,41.,54.5
01/02/2010,71.,45.,58.
01/03/2010,71.,42.,56.5
01/04/2010,74.,45.,59.5
01/05/2010,73.,45.,59.
01/06/2010,69.,44.,56.5
01/07/2010,69.,48.,58.5
01/08/2010,70.,44.,57.
01/09/2010,70.,45.,57.5
01/10/2010,71.,46.,58.5
01/11/2010,73.,44.,58.5
01/12/2010,75.,47.,61.
01/13/2010,72.,54.,63.
01/14/2010,73.,48.,60.5
01/15/2010,74.,48.,61.
01/16/2010,70.,53.,61.5
01/17/2010,69.,49.,59.
01/18/2010,59.,51.,55.
01/19/2010,68.,52.,60.
01/20/2010,64.,47.,55.5
01/21/2010,61.,51.,56.
01/22/2010,60.,47.,53.5
01/23/2010,57.,46.,51.5
01/24/2010,58.,41.,49.5
01/25/2010,62.,42.,52.
01/26/2010,67.,46.,56.5
01/27/2010,63.,52.,57.5
01/28/2010,64.,51.,57.5
01/29/2010,67.,50.,58.5
01/30/2010,68.,50.,59.
01/31/2010,69.,47.,58.
02/01/2010,67.,49.,58.
02/02/2010,73.,52.,62.5
02/03/2010,71.,54.,62.5
02/04/2010,68.,50.,59.
02/05/2010,70.,50.,60.
02/06/2010,69.,51.,60.
02/07/2010,63.,49.,56.
02/08/2010,64.,47.,55.5
02/09/2010,66.,46.,56.
02/10/2010,60.,50.,55.
02/11/2010,64.,44.,54.
02/12/2010,68.,47.,57.5
02/13/2010,73.,48.,60.5
02/14/2010,76.,49.,62.5
02/15/2010,76.,52.,64.
02/16/2010,77.,54.,65.5
02/17/2010,78.,51.,64.5
02/18/2010,75.,51.,63.
02/19/2010,76.,51.,63.5
02/20/2010,61.,51.,56.
02/21/2010,64.,51.,57.5
02/22/2010,61.,47.,54.
02/23/2010,62.,41.,51.5
02/24/2010,68.,49.,58.5
02/25/2010,72.,51.,61.5
02/26/2010,70.,51.,60.5
02/27/2010,71.,53.,62.
02/28/2010,59.,50.,54.5
03/01/2010,67.,48.,57.5
03/02/2010,74.,51.,62.5
03/03/2010,73.,51.,62.
03/04/2010,70.,51.,60.5
03/05/2010,71.,49.,60.
03/06/2010,77.,53.,65.
03/07/2010,61.,48.,54.5
03/08/2010,58.,47.,52.5
03/09/2010,59.,49.,54.
03/10/2010,61.,44.,52.5
03/11/2010,62.,45.,53.5
03/12/2010,69.,46.,57.5
03/13/2010,72.,49.,60.5
03/14/2010,66.,51.,58.5
03/15/2010,76.,51.,63.5
03/16/2010,81.,55.,68.
03/17/2010,85.,56.,70.5
03/18/2010,83.,56.,69.5
03/19/2010,77.,58.,67.5
03/20/2010,73.,57.,65.
03/21/2010,78.,51.,64.5
03/22/2010,83.,54.,68.5
03/23/2010,68.,56.,62.
03/24/2010,73.,54.,63.5
03/25/2010,78.,52.,65.
03/26/2010,75.,53.,64.
03/27/2010,76.,51.,63.5
03/28/2010,80.,53.,66.5
03/29/2010,84.,55.,69.5
03/30/2010,87.,56.,71.5
03/31/2010,84.,59.,71.5
04/01/2010,68.,55.,61.5
04/02/2010,70.,50.,60.
04/03/2010,79.,53.,66.
04/04/2010,83.,55.,69.
04/05/2010,81.,58.,69.5
04/06/2010,78.,57.,67.5
04/07/2010,77.,59.,68.
04/08/2010,86.,56.,71.
04/09/2010,86.,57.,71.5
04/10/2010,88.,58.,73.
04/11/2010,89.,59.,74.
04/12/2010,83.,61.,72.
04/13/2010,75.,58.,66.5
04/14/2010,83.,56.,69.5
04/15/2010,91.,59.,75.
04/16/2010,85.,64.,74.5
04/17/2010,90.,60.,75.
04/18/2010,96.,68.,82.
04/19/2010,88.,68.,78.
04/20/2010,89.,66.,77.5
04/21/2010,77.,58.,67.5
04/22/2010,67.,53.,60.
04/23/2010,72.,52.,62.
04/24/2010,81.,56.,68.5
04/25/2010,89.,59.,74.
04/26/2010,92.,62.,77.
04/27/2010,95.,64.,79.5
04/28/2010,91.,68.,79.5
04/29/2010,73.,59.,66.
04/30/2010,74.,52.,63.
05/01/2010,81.,56.,68.5
05/02/2010,82.,60.,71.
05/03/2010,84.,57.,70.5
05/04/2010,92.,60.,76.
05/05/2010,98.,65.,81.5
05/06/2010,94.,65.,79.5
05/07/2010,95.,67.,81.
05/08/2010,97.,68.,82.5
05/09/2010,94.,70.,82.
05/10/2010,83.,61.,72.
05/11/2010,78.,63.,70.5
05/12/2010,82.,56.,69.
05/13/2010,87.,63.,75.
05/14/2010,91.,66.,78.5
05/15/2010,95.,68.,81.5
05/16/2010,98.,68.,83.
05/17/2010,97.,69.,83.
05/18/2010,88.,68.,78.
05/19/2010,94.,66.,80.
05/20/2010,98.,68.,83.
05/21/2010,101.,72.,86.5
05/22/2010,91.,72.,81.5
05/23/2010,79.,62.,70.5
05/24/2010,80.,58.,69.
05/25/2010,90.,61.,75.5
05/26/2010,95.,65.,80.
05/27/2010,97.,67.,82.
05/28/2010,98.,71.,84.5
05/29/2010,94.,70.,82.
05/30/2010,98.,68.,83.
05/31/2010,100.,70.,85.
06/01/2010,99.,71.,85.
06/02/2010,97.,71.,84.
06/03/2010,100.,74.,87.
06/04/2010,103.,76.,89.5
06/05/2010,107.,80.,93.5
06/06/2010,109.,83.,96.
06/07/2010,108.,82.,95.
06/08/2010,107.,81.,94.
06/09/2010,106.,82.,94.
06/10/2010,103.,80.,91.5
06/11/2010,96.,77.,86.5
06/12/2010,87.,69.,78.
06/13/2010,93.,70.,81.5
06/14/2010,101.,73.,87.
06/15/2010,104.,76.,90.
06/16/2010,104.,77.,90.5
06/17/2010,105.,77.,91.
06/18/2010,108.,76.,92.
06/19/2010,104.,75.,89.5
06/20/2010,105.,78.,91.5
06/21/2010,105.,77.,91.
06/22/2010,104.,75.,89.5
06/23/2010,109.,76.,92.5
06/24/2010,113.,79.,96.
06/25/2010,110.,88.,99.
06/26/2010,107.,80.,93.5
06/27/2010,108.,79.,93.5
06/28/2010,112.,81.,96.5
06/29/2010,111.,84.,97.5
06/30/2010,113.,89.,101.
07/01/2010,114.,89.,101.5
07/02/2010,114.,90.,102.
07/03/2010,104.,87.,95.5
07/04/2010,104.,81.,92.5
07/05/2010,104.,82.,93.
07/06/2010,105.,82.,93.5
07/07/2010,107.,83.,95.
07/08/2010,112.,86.,99.
07/09/2010,112.,92.,102.
07/10/2010,109.,91.,100.
07/11/2010,107.,91.,99.
07/12/2010,107.,87.,97.
07/13/2010,109.,90.,99.5
07/14/2010,112.,91.,101.5
07/15/2010,113.,94.,103.5
07/16/2010,113.,94.,103.5
07/17/2010,110.,90.,100.
07/18/2010,109.,89.,99.
07/19/2010,110.,94.,102.
07/20/2010,109.,87.,98.
07/21/2010,106.,89.,97.5
07/22/2010,100.,84.,92.
07/23/2010,92.,84.,88.
07/24/2010,106.,85.,95.5
07/25/2010,110.,88.,99.
07/26/2010,107.,88.,97.5
07/27/2010,104.,88.,96.
07/28/2010,105.,86.,95.5
07/29/2010,104.,79.,91.5
07/30/2010,98.,78.,88.
07/31/2010,88.,74.,81.
08/01/2010,87.,79.,83.
08/02/2010,102.,78.,90.
08/03/2010,107.,84.,95.5
08/04/2010,110.,87.,98.5
08/05/2010,112.,86.,99.
08/06/2010,109.,89.,99.
08/07/2010,99.,77.,88.
08/08/2010,104.,80.,92.
08/09/2010,104.,81.,92.5
08/10/2010,108.,85.,96.5
08/11/2010,108.,90.,99.
08/12/2010,110.,87.,98.5
08/13/2010,110.,85.,97.5
08/14/2010,108.,87.,97.5
08/15/2010,109.,90.,99.5
08/16/2010,106.,89.,97.5
08/17/2010,107.,77.,92.
08/18/2010,104.,78.,91.
08/19/2010,109.,87.,98.
08/20/2010,110.,86.,98.
08/21/2010,106.,77.,91.5
08/22/2010,103.,77.,90.
08/23/2010,109.,87.,98.
08/24/2010,111.,90.,100.5
08/25/2010,105.,87.,96.
08/26/2010,95.,87.,91.
08/27/2010,93.,82.,87.5
08/28/2010,101.,80.,90.5
08/29/2010,101.,80.,90.5
08/30/2010,98.,79.,88.5
08/31/2010,99.,77.,88.
09/01/2010,104.,80.,92.
09/02/2010,108.,80.,94.
09/03/2010,111.,81.,96.
09/04/2010,109.,86.,97.5
09/05/2010,108.,83.,95.5
09/06/2010,105.,87.,96.
09/07/2010,103.,86.,94.5
09/08/2010,103.,81.,92.
09/09/2010,96.,71.,83.5
09/10/2010,96.,71.,83.5
09/11/2010,100.,72.,86.
09/12/2010,99.,75.,87.
09/13/2010,106.,74.,90.
09/14/2010,105.,77.,91.
09/15/2010,105.,79.,92.
09/16/2010,106.,79.,92.5
09/17/2010,107.,77.,92.
09/18/2010,109.,77.,93.
09/19/2010,111.,80.,95.5
09/20/2010,107.,89.,98.
09/21/2010,103.,83.,93.
09/22/2010,97.,77.,87.
09/23/2010,96.,74.,85.
09/24/2010,101.,75.,88.
09/25/2010,105.,76.,90.5
09/26/2010,105.,82.,93.5
09/27/2010,106.,80.,93.
09/28/2010,101.,81.,91.
09/29/2010,104.,76.,90.
