Date,MaxT,MinT,Daily Avg
02/08/2006,85.,53.,69.
02/09/2006,79.,56.,67.5
02/10/2006,75.,49.,62.
02/11/2006,75.,48.,61.5
02/12/2006,78.,47.,62.5
02/13/2006,77.,48.,62.5
02/14/2006,76.,51.,63.5
02/15/2006,78.,50.,64.
02/16/2006,68.,50.,59.
02/17/2006,64.,52.,58.
02/18/2006,65.,42.,53.5
02/19/2006,66.,44.,55.
02/20/2006,65.,44.,54.5
02/21/2006,64.,43.,53.5
02/22/2006,70.,43.,56.5
02/23/2006,75.,43.,59.
02/24/2006,77.,46.,61.5
02/25/2006,78.,47.,62.5
02/26/2006,84.,53.,68.5
02/27/2006,80.,51.,65.5
02/28/2006,81.,59.,70.
03/01/2006,75.,61.,68.
03/02/2006,79.,51.,65.
03/03/2006,80.,51.,65.5
03/04/2006,72.,51.,61.5
03/05/2006,80.,49.,64.5
03/06/2006,77.,51.,64.
03/07/2006,78.,53.,65.5
03/08/2006,68.,51.,59.5
03/09/2006,69.,47.,58.
03/10/2006,66.,53.,59.5
03/11/2006,53.,42.,47.5
03/12/2006,57.,42.,49.5
03/13/2006,62.,43.,52.5
03/14/2006,73.,45.,59.
03/15/2006,73.,52.,62.5
03/16/2006,75.,50.,62.5
03/17/2006,79.,54.,66.5
03/18/2006,68.,55.,61.5
03/19/2006,57.,46.,51.5
03/20/2006,63.,47.,55.
03/21/2006,65.,48.,56.5
03/22/2006,68.,43.,55.5
03/23/2006,79.,48.,63.5
03/24/2006,81.,57.,69.
03/25/2006,87.,56.,71.5
03/26/2006,83.,59.,71.
03/27/2006,79.,65.,72.
03/28/2006,78.,67.,72.5
03/29/2006,78.,61.,69.5
03/30/2006,73.,57.,65.
03/31/2006,76.,57.,66.5
04/01/2006,76.,61.,68.5
04/02/2006,82.,56.,69.
04/03/2006,88.,63.,75.5
04/04/2006,85.,68.,76.5
04/05/2006,75.,57.,66.
04/06/2006,71.,51.,61.
04/07/2006,80.,54.,67.
04/08/2006,89.,57.,73.
04/09/2006,88.,59.,73.5
04/10/2006,79.,65.,72.
04/11/2006,82.,58.,70.
04/12/2006,93.,62.,77.5
04/13/2006,96.,64.,80.
04/14/2006,93.,69.,81.
04/15/2006,79.,61.,70.
04/16/2006,86.,60.,73.
04/17/2006,84.,61.,72.5
04/18/2006,83.,58.,70.5
04/19/2006,87.,60.,73.5
04/20/2006,89.,60.,74.5
04/21/2006,93.,63.,78.
04/22/2006,94.,65.,79.5
04/23/2006,78.,61.,69.5
04/24/2006,80.,58.,69.
04/25/2006,87.,60.,73.5
04/26/2006,92.,62.,77.
04/27/2006,77.,60.,68.5
04/28/2006,76.,56.,66.
04/29/2006,88.,60.,74.
04/30/2006,96.,66.,81.
05/01/2006,99.,69.,84.
05/02/2006,96.,69.,82.5
05/03/2006,95.,69.,82.
05/04/2006,93.,65.,79.
05/05/2006,87.,65.,76.
05/06/2006,91.,67.,79.
05/07/2006,94.,67.,80.5
05/08/2006,95.,69.,82.
05/09/2006,94.,69.,81.5
05/10/2006,99.,70.,84.5
05/11/2006,100.,73.,86.5
05/12/2006,100.,71.,85.5
05/13/2006,101.,73.,87.
05/14/2006,105.,74.,89.5
05/15/2006,101.,74.,87.5
05/16/2006,104.,76.,90.
05/17/2006,104.,78.,91.
05/18/2006,104.,77.,90.5
05/19/2006,105.,78.,91.5
05/20/2006,105.,78.,91.5
05/21/2006,105.,78.,91.5
05/22/2006,84.,73.,78.5
05/23/2006,92.,66.,79.
05/24/2006,102.,71.,86.5
05/25/2006,103.,74.,88.5
05/26/2006,103.,76.,89.5
05/27/2006,96.,72.,84.
05/28/2006,88.,70.,79.
05/29/2006,92.,65.,78.5
05/30/2006,97.,68.,82.5
05/31/2006,102.,70.,86.
06/01/2006,108.,73.,90.5
06/02/2006,110.,80.,95.
06/03/2006,112.,83.,97.5
06/04/2006,112.,83.,97.5
06/05/2006,108.,84.,96.
06/06/2006,105.,86.,95.5
06/07/2006,106.,82.,94.
06/08/2006,106.,81.,93.5
06/09/2006,105.,81.,93.
06/10/2006,104.,78.,91.
06/11/2006,107.,76.,91.5
06/12/2006,107.,74.,90.5
06/13/2006,111.,79.,95.
06/14/2006,106.,84.,95.
06/15/2006,101.,76.,88.5
06/16/2006,102.,77.,89.5
06/17/2006,106.,77.,91.5
06/18/2006,109.,80.,94.5
06/19/2006,109.,84.,96.5
06/20/2006,108.,83.,95.5
06/21/2006,107.,82.,94.5
06/22/2006,108.,83.,95.5
06/23/2006,110.,86.,98.
06/24/2006,108.,87.,97.5
06/25/2006,113.,89.,101.
06/26/2006,107.,86.,96.5
06/27/2006,107.,84.,95.5
06/28/2006,106.,84.,95.
06/29/2006,106.,86.,96.
06/30/2006,108.,87.,97.5
07/01/2006,110.,87.,98.5
07/02/2006,103.,90.,96.5
07/03/2006,106.,89.,97.5
07/04/2006,106.,89.,97.5
07/05/2006,96.,76.,86.
07/06/2006,104.,81.,92.5
07/07/2006,99.,85.,92.
07/08/2006,105.,83.,94.
07/09/2006,110.,87.,98.5
07/10/2006,108.,88.,98.
07/11/2006,111.,88.,99.5
07/12/2006,110.,91.,100.5
07/13/2006,113.,93.,103.
07/14/2006,114.,92.,103.
07/15/2006,113.,94.,103.5
07/16/2006,109.,87.,98.
07/17/2006,106.,85.,95.5
07/18/2006,113.,92.,102.5
07/19/2006,112.,91.,101.5
07/20/2006,109.,92.,100.5
07/21/2006,118.,89.,103.5
07/22/2006,116.,95.,105.5
07/23/2006,114.,91.,102.5
07/24/2006,114.,90.,102.
07/25/2006,108.,77.,92.5
07/26/2006,98.,77.,87.5
07/27/2006,95.,77.,86.
07/28/2006,97.,82.,89.5
07/29/2006,97.,82.,89.5
07/30/2006,94.,76.,85.
07/31/2006,98.,83.,90.5
08/01/2006,100.,82.,91.
08/02/2006,102.,85.,93.5
08/03/2006,103.,85.,94.
08/04/2006,97.,82.,89.5
08/05/2006,103.,81.,92.
08/06/2006,107.,83.,95.
08/07/2006,108.,89.,98.5
08/08/2006,107.,87.,97.
08/09/2006,102.,82.,92.
08/10/2006,105.,86.,95.5
08/11/2006,104.,73.,88.5
08/12/2006,98.,74.,86.
08/13/2006,102.,83.,92.5
08/14/2006,103.,83.,93.
08/15/2006,97.,83.,90.
08/16/2006,101.,84.,92.5
08/17/2006,102.,83.,92.5
08/18/2006,105.,85.,95.
08/19/2006,108.,83.,95.5
08/20/2006,105.,85.,95.
08/21/2006,108.,81.,94.5
08/22/2006,97.,78.,87.5
08/23/2006,104.,84.,94.
08/24/2006,93.,76.,84.5
08/25/2006,99.,79.,89.
08/26/2006,103.,81.,92.
08/27/2006,105.,81.,93.
08/28/2006,108.,78.,93.
08/29/2006,106.,81.,93.5
08/30/2006,105.,84.,94.5
08/31/2006,105.,84.,94.5
09/01/2006,107.,85.,96.
09/02/2006,104.,75.,89.5
09/03/2006,95.,74.,84.5
09/04/2006,97.,79.,88.
09/05/2006,99.,82.,90.5
09/06/2006,99.,80.,89.5
09/07/2006,91.,75.,83.
09/08/2006,93.,73.,83.
09/09/2006,88.,71.,79.5
09/10/2006,96.,75.,85.5
09/11/2006,101.,78.,89.5
09/12/2006,99.,81.,90.
09/13/2006,97.,79.,88.
09/14/2006,100.,78.,89.
09/15/2006,94.,76.,85.
09/16/2006,90.,71.,80.5
09/17/2006,92.,69.,80.5
09/18/2006,94.,72.,83.
09/19/2006,98.,72.,85.
09/20/2006,94.,76.,85.
09/21/2006,91.,67.,79.
09/22/2006,91.,69.,80.
09/23/2006,89.,69.,79.
09/24/2006,94.,69.,81.5
09/25/2006,99.,75.,87.
09/26/2006,102.,77.,89.5
09/27/2006,101.,76.,88.5
09/28/2006,102.,73.,87.5
09/29/2006,99.,72.,85.5
09/30/2006,101.,72.,86.5
10/01/2006,101.,73.,87.
10/02/2006,100.,75.,87.5
10/03/2006,99.,76.,87.5
10/04/2006,100.,74.,87.
10/05/2006,100.,79.,89.5
10/06/2006,97.,73.,85.
10/07/2006,87.,67.,77.
10/08/2006,90.,65.,77.5
10/09/2006,85.,66.,75.5
10/10/2006,87.,64.,75.5
10/11/2006,90.,66.,78.
10/12/2006,92.,64.,78.
10/13/2006,93.,70.,81.5
10/14/2006,80.,64.,72.
10/15/2006,78.,62.,70.
10/16/2006,83.,59.,71.
10/17/2006,80.,64.,72.
10/18/2006,79.,60.,69.5
10/19/2006,80.,58.,69.
10/20/2006,85.,57.,71.
10/21/2006,87.,59.,73.
10/22/2006,88.,61.,74.5
10/23/2006,89.,63.,76.
10/24/2006,82.,71.,76.5
10/25/2006,83.,66.,74.5
10/26/2006,78.,60.,69.
10/27/2006,82.,56.,69.
10/28/2006,89.,59.,74.
10/29/2006,80.,62.,71.
10/30/2006,82.,56.,69.
10/31/2006,83.,58.,70.5
11/01/2006,82.,56.,69.
11/02/2006,84.,56.,70.
11/03/2006,86.,56.,71.
11/04/2006,85.,58.,71.5
11/05/2006,85.,57.,71.
11/06/2006,87.,58.,72.5
11/07/2006,90.,61.,75.5
11/08/2006,88.,61.,74.5
11/09/2006,85.,60.,72.5
11/10/2006,84.,58.,71.
11/11/2006,80.,57.,68.5
11/12/2006,77.,60.,68.5
11/13/2006,75.,54.,64.5
11/14/2006,76.,53.,64.5
11/15/2006,80.,52.,66.
11/16/2006,82.,52.,67.
11/17/2006,82.,53.,67.5
11/18/2006,83.,53.,68.
11/19/2006,88.,54.,71.
11/20/2006,89.,55.,72.
11/21/2006,87.,61.,74.
11/22/2006,83.,58.,70.5
11/23/2006,79.,55.,67.
11/24/2006,77.,54.,65.5
11/25/2006,75.,51.,63.
11/26/2006,72.,52.,62.
11/27/2006,69.,50.,59.5
11/28/2006,65.,53.,59.
11/29/2006,58.,45.,51.5
11/30/2006,55.,36.,45.5
12/01/2006,65.,38.,51.5
12/02/2006,68.,40.,54.
12/03/2006,68.,40.,54.
12/04/2006,71.,51.,61.
12/05/2006,74.,44.,59.
12/06/2006,74.,43.,58.5
12/07/2006,79.,46.,62.5
12/08/2006,73.,52.,62.5
12/09/2006,74.,51.,62.5
12/10/2006,69.,46.,57.5
12/11/2006,66.,44.,55.
12/12/2006,67.,42.,54.5
12/13/2006,68.,41.,54.5
12/14/2006,71.,46.,58.5
12/15/2006,73.,48.,60.5
12/16/2006,73.,49.,61.
12/17/2006,61.,51.,56.
12/18/2006,60.,49.,54.5
12/19/2006,56.,41.,48.5
12/20/2006,54.,36.,45.
12/21/2006,56.,36.,46.
12/22/2006,50.,40.,45.
12/23/2006,57.,35.,46.
12/24/2006,63.,39.,51.
12/25/2006,68.,38.,53.
12/26/2006,70.,42.,56.
12/27/2006,63.,48.,55.5
12/28/2006,53.,46.,49.5
12/29/2006,56.,44.,50.
12/30/2006,59.,40.,49.5
12/31/2006,62.,40.,51.
01/01/2007,63.,42.,52.5
01/02/2007,73.,42.,57.5
01/03/2007,69.,45.,57.
01/04/2007,70.,44.,57.
01/05/2007,63.,46.,54.5
01/06/2007,62.,41.,51.5
01/07/2007,67.,39.,53.
01/08/2007,75.,43.,59.
01/09/2007,78.,52.,65.
01/10/2007,70.,51.,60.5
01/11/2007,75.,49.,62.
01/12/2007,58.,47.,52.5
01/13/2007,49.,35.,42.
01/14/2007,46.,29.,37.5
01/15/2007,56.,29.,42.5
01/16/2007,59.,34.,46.5
01/17/2007,62.,38.,50.
01/18/2007,70.,41.,55.5
01/19/2007,52.,44.,48.
01/20/2007,52.,42.,47.
01/21/2007,49.,38.,43.5
01/22/2007,57.,38.,47.5
01/23/2007,62.,36.,49.
01/24/2007,68.,40.,54.
01/25/2007,72.,42.,57.
01/26/2007,65.,44.,54.5
01/27/2007,68.,45.,56.5
01/28/2007,71.,46.,58.5
01/29/2007,74.,47.,60.5
01/30/2007,60.,52.,56.
01/31/2007,57.,48.,52.5
02/01/2007,61.,45.,53.
02/02/2007,62.,43.,52.5
02/03/2007,66.,42.,54.
02/04/2007,74.,44.,59.
02/05/2007,82.,48.,65.
02/06/2007,83.,53.,68.
02/07/2007,80.,52.,66.
02/08/2007,79.,50.,64.5
02/09/2007,79.,53.,66.
02/10/2007,78.,54.,66.
02/11/2007,74.,56.,65.
02/12/2007,72.,50.,61.
02/13/2007,67.,52.,59.5
02/14/2007,64.,50.,57.
02/15/2007,67.,45.,56.
02/16/2007,73.,45.,59.
02/17/2007,82.,49.,65.5
02/18/2007,77.,60.,68.5
02/19/2007,64.,48.,56.
02/20/2007,64.,48.,56.
02/21/2007,70.,46.,58.
02/22/2007,77.,49.,63.
02/23/2007,64.,48.,56.
02/24/2007,63.,42.,52.5
02/25/2007,67.,42.,54.5
02/26/2007,72.,46.,59.
02/27/2007,74.,48.,61.
02/28/2007,62.,48.,55.
03/01/2007,64.,40.,52.
03/02/2007,66.,41.,53.5
03/03/2007,67.,48.,57.5
03/04/2007,74.,50.,62.
03/05/2007,76.,51.,63.5
03/06/2007,80.,51.,65.5
03/07/2007,87.,56.,71.5
03/08/2007,87.,64.,75.5
03/09/2007,87.,58.,72.5
03/10/2007,86.,58.,72.
03/11/2007,87.,56.,71.5
03/12/2007,89.,59.,74.
03/13/2007,91.,60.,75.5
03/14/2007,91.,59.,75.
03/15/2007,92.,61.,76.5
03/16/2007,99.,63.,81.
03/17/2007,99.,66.,82.5
03/18/2007,94.,65.,79.5
03/19/2007,89.,62.,75.5
03/20/2007,88.,60.,74.
03/21/2007,84.,65.,74.5
03/22/2007,75.,54.,64.5
03/23/2007,68.,54.,61.
03/24/2007,72.,56.,64.
03/25/2007,82.,56.,69.
03/26/2007,84.,59.,71.5
03/27/2007,78.,54.,66.
03/28/2007,66.,49.,57.5
03/29/2007,71.,49.,60.
03/30/2007,75.,52.,63.5
03/31/2007,82.,54.,68.
04/01/2007,89.,59.,74.
04/02/2007,90.,60.,75.
04/03/2007,92.,62.,77.
04/04/2007,92.,65.,78.5
04/05/2007,93.,65.,79.
04/06/2007,94.,65.,79.5
04/07/2007,90.,63.,76.5
04/08/2007,87.,66.,76.5
04/09/2007,84.,64.,74.
04/10/2007,85.,64.,74.5
04/11/2007,87.,64.,75.5
04/12/2007,79.,54.,66.5
04/13/2007,78.,49.,63.5
04/14/2007,85.,58.,71.5
04/15/2007,78.,59.,68.5
04/16/2007,71.,56.,63.5
04/17/2007,81.,54.,67.5
04/18/2007,87.,60.,73.5
04/19/2007,80.,55.,67.5
04/20/2007,78.,55.,66.5
04/21/2007,69.,51.,60.
04/22/2007,81.,55.,68.
04/23/2007,76.,63.,69.5
04/24/2007,86.,57.,71.5
04/25/2007,90.,62.,76.
04/26/2007,92.,65.,78.5
04/27/2007,97.,68.,82.5
04/28/2007,101.,72.,86.5
04/29/2007,95.,71.,83.
04/30/2007,98.,74.,86.
05/01/2007,90.,75.,82.5
05/02/2007,94.,70.,82.
05/03/2007,89.,73.,81.
05/04/2007,86.,67.,76.5
05/05/2007,81.,63.,72.
05/06/2007,83.,59.,71.
05/07/2007,92.,63.,77.5
05/08/2007,96.,69.,82.5
05/09/2007,98.,70.,84.
05/10/2007,103.,71.,87.
05/11/2007,106.,72.,89.
05/12/2007,106.,76.,91.
05/13/2007,102.,74.,88.
05/14/2007,102.,74.,88.
05/15/2007,101.,74.,87.5
05/16/2007,99.,76.,87.5
05/17/2007,101.,77.,89.
05/18/2007,101.,77.,89.
05/19/2007,101.,76.,88.5
05/20/2007,102.,79.,90.5
05/21/2007,96.,74.,85.
05/22/2007,93.,71.,82.
05/23/2007,89.,70.,79.5
05/24/2007,98.,75.,86.5
05/25/2007,100.,75.,87.5
05/26/2007,99.,74.,86.5
05/27/2007,100.,74.,87.
05/28/2007,100.,72.,86.
05/29/2007,99.,72.,85.5
05/30/2007,100.,73.,86.5
05/31/2007,101.,73.,87.
06/01/2007,104.,75.,89.5
06/02/2007,102.,77.,89.5
06/03/2007,103.,77.,90.
06/04/2007,108.,78.,93.
06/05/2007,108.,80.,94.
06/06/2007,91.,77.,84.
06/07/2007,90.,71.,80.5
06/08/2007,98.,70.,84.
06/09/2007,102.,75.,88.5
06/10/2007,103.,76.,89.5
06/11/2007,96.,79.,87.5
06/12/2007,98.,73.,85.5
06/13/2007,106.,77.,91.5
06/14/2007,110.,80.,95.
06/15/2007,110.,83.,96.5
06/16/2007,109.,82.,95.5
06/17/2007,108.,80.,94.
06/18/2007,108.,79.,93.5
06/19/2007,107.,81.,94.
06/20/2007,110.,84.,97.
06/21/2007,111.,83.,97.
06/22/2007,111.,81.,96.
06/23/2007,109.,85.,97.
06/24/2007,109.,82.,95.5
06/25/2007,109.,82.,95.5
06/26/2007,112.,84.,98.
06/27/2007,110.,86.,98.
06/28/2007,111.,85.,98.
06/29/2007,110.,84.,97.
06/30/2007,111.,84.,97.5
07/01/2007,113.,83.,98.
07/02/2007,112.,85.,98.5
07/03/2007,113.,85.,99.
07/04/2007,116.,83.,99.5
07/05/2007,115.,88.,101.5
07/06/2007,113.,93.,103.
07/07/2007,112.,91.,101.5
07/08/2007,107.,89.,98.
07/09/2007,106.,88.,97.
07/10/2007,103.,89.,96.
07/11/2007,108.,89.,98.5
07/12/2007,111.,91.,101.
07/13/2007,107.,88.,97.5
07/14/2007,107.,90.,98.5
07/15/2007,110.,92.,101.
07/16/2007,114.,84.,99.
07/17/2007,112.,89.,100.5
07/18/2007,113.,92.,102.5
07/19/2007,109.,80.,94.5
07/20/2007,103.,78.,90.5
07/21/2007,102.,79.,90.5
07/22/2007,101.,79.,90.
07/23/2007,104.,85.,94.5
07/24/2007,95.,81.,88.
07/25/2007,98.,82.,90.
07/26/2007,98.,80.,89.
07/27/2007,101.,82.,91.5
07/28/2007,102.,80.,91.
07/29/2007,101.,79.,90.
07/30/2007,106.,77.,91.5
07/31/2007,100.,78.,89.
08/01/2007,98.,80.,89.
08/02/2007,102.,81.,91.5
08/03/2007,105.,87.,96.
08/04/2007,104.,87.,95.5
08/05/2007,96.,80.,88.
08/06/2007,90.,80.,85.
08/07/2007,101.,80.,90.5
08/08/2007,106.,82.,94.
08/09/2007,108.,85.,96.5
08/10/2007,104.,87.,95.5
08/11/2007,109.,87.,98.
08/12/2007,114.,92.,103.
08/13/2007,112.,92.,102.
08/14/2007,108.,79.,93.5
08/15/2007,107.,87.,97.
08/16/2007,110.,88.,99.
08/17/2007,109.,89.,99.
08/18/2007,111.,89.,100.
08/19/2007,107.,90.,98.5
08/20/2007,106.,88.,97.
08/21/2007,110.,91.,100.5
08/22/2007,109.,88.,98.5
08/23/2007,109.,89.,99.
08/24/2007,108.,90.,99.
08/25/2007,94.,75.,84.5
08/26/2007,103.,82.,92.5
08/27/2007,108.,87.,97.5
08/28/2007,111.,87.,99.
08/29/2007,113.,89.,101.
08/30/2007,111.,91.,101.
08/31/2007,111.,91.,101.
09/01/2007,111.,90.,100.5
09/02/2007,109.,87.,98.
09/03/2007,109.,88.,98.5
09/04/2007,107.,86.,96.5
09/05/2007,102.,85.,93.5
09/06/2007,101.,83.,92.
09/07/2007,101.,84.,92.5
09/08/2007,106.,82.,94.
09/09/2007,106.,84.,95.
09/10/2007,107.,86.,96.5
09/11/2007,107.,87.,97.
09/12/2007,108.,86.,97.
09/13/2007,108.,83.,95.5
09/14/2007,108.,84.,96.
09/15/2007,103.,86.,94.5
09/16/2007,103.,83.,93.
09/17/2007,96.,80.,88.
09/18/2007,97.,71.,84.
09/19/2007,99.,74.,86.5
09/20/2007,98.,73.,85.5
09/21/2007,101.,77.,89.
09/22/2007,95.,80.,87.5
09/23/2007,87.,74.,80.5
09/24/2007,89.,66.,77.5
09/25/2007,94.,68.,81.
09/26/2007,97.,69.,83.
09/27/2007,98.,69.,83.5
09/28/2007,97.,75.,86.
09/29/2007,93.,75.,84.
09/30/2007,98.,71.,84.5
10/01/2007,91.,80.,85.5
10/02/2007,95.,80.,87.5
10/03/2007,98.,77.,87.5
10/04/2007,96.,79.,87.5
10/05/2007,95.,73.,84.
10/06/2007,78.,63.,70.5
10/07/2007,84.,58.,71.
10/08/2007,96.,60.,78.
10/09/2007,95.,69.,82.
10/10/2007,94.,65.,79.5
10/11/2007,95.,64.,79.5
10/12/2007,94.,65.,79.5
10/13/2007,82.,66.,74.
10/14/2007,86.,63.,74.5
10/15/2007,90.,64.,77.
10/16/2007,87.,63.,75.
10/17/2007,82.,61.,71.5
10/18/2007,86.,61.,73.5
10/19/2007,91.,62.,76.5
10/20/2007,94.,63.,78.5
10/21/2007,79.,67.,73.
10/22/2007,82.,59.,70.5
10/23/2007,90.,58.,74.
10/24/2007,96.,73.,84.5
10/25/2007,94.,65.,79.5
10/26/2007,93.,63.,78.
10/27/2007,94.,64.,79.
10/28/2007,97.,65.,81.
10/29/2007,95.,70.,82.5
10/30/2007,89.,64.,76.5
10/31/2007,85.,62.,73.5
11/01/2007,86.,59.,72.5
11/02/2007,85.,60.,72.5
11/03/2007,92.,58.,75.
11/04/2007,94.,64.,79.
11/05/2007,93.,64.,78.5
11/06/2007,94.,64.,79.
11/07/2007,92.,67.,79.5
11/08/2007,91.,66.,78.5
11/09/2007,87.,63.,75.
11/10/2007,83.,62.,72.5
11/11/2007,79.,58.,68.5
11/12/2007,84.,59.,71.5
11/13/2007,88.,59.,73.5
11/14/2007,87.,59.,73.
11/15/2007,79.,62.,70.5
11/16/2007,82.,63.,72.5
11/17/2007,83.,60.,71.5
11/18/2007,84.,58.,71.
11/19/2007,88.,58.,73.
11/20/2007,84.,57.,70.5
11/21/2007,80.,56.,68.
11/22/2007,78.,54.,66.
11/23/2007,69.,49.,59.
11/24/2007,70.,47.,58.5
11/25/2007,67.,48.,57.5
11/26/2007,65.,51.,58.
11/27/2007,74.,50.,62.
11/28/2007,75.,52.,63.5
11/29/2007,72.,60.,66.
11/30/2007,68.,62.,65.
12/01/2007,67.,53.,60.
12/02/2007,64.,47.,55.5
12/03/2007,74.,47.,60.5
12/04/2007,74.,48.,61.
12/05/2007,75.,50.,62.5
12/06/2007,73.,51.,62.
12/07/2007,70.,54.,62.
12/08/2007,59.,49.,54.
12/09/2007,58.,47.,52.5
12/10/2007,56.,50.,53.
12/11/2007,57.,47.,52.
12/12/2007,60.,44.,52.
12/13/2007,64.,45.,54.5
12/14/2007,58.,42.,50.
12/15/2007,59.,40.,49.5
12/16/2007,64.,42.,53.
12/17/2007,65.,43.,54.
12/18/2007,67.,43.,55.
12/19/2007,64.,43.,53.5
12/20/2007,66.,45.,55.5
12/21/2007,61.,45.,53.
12/22/2007,57.,37.,47.
12/23/2007,61.,37.,49.
12/24/2007,67.,40.,53.5
12/25/2007,59.,39.,49.
12/26/2007,57.,36.,46.5
12/27/2007,55.,38.,46.5
12/28/2007,55.,36.,45.5
12/29/2007,57.,37.,47.
12/30/2007,61.,37.,49.
12/31/2007,65.,37.,51.
01/01/2008,67.,39.,53.
01/02/2008,71.,55.,63.
01/03/2008,71.,53.,62.
01/04/2008,73.,52.,62.5
01/05/2008,67.,55.,61.
01/06/2008,62.,56.,59.
01/07/2008,59.,50.,54.5
01/08/2008,62.,45.,53.5
01/09/2008,63.,47.,55.
01/10/2008,64.,44.,54.
01/11/2008,65.,44.,54.5
01/12/2008,68.,42.,55.
01/13/2008,68.,46.,57.
01/14/2008,69.,50.,59.5
01/15/2008,66.,43.,54.5
01/16/2008,61.,42.,51.5
01/17/2008,58.,35.,46.5
01/18/2008,59.,36.,47.5
01/19/2008,64.,36.,50.
01/20/2008,66.,38.,52.
01/21/2008,64.,39.,51.5
01/22/2008,66.,41.,53.5
01/23/2008,66.,42.,54.
01/24/2008,59.,47.,53.
01/25/2008,65.,45.,55.
01/26/2008,71.,44.,57.5
01/27/2008,59.,52.,55.5
01/28/2008,64.,52.,58.
01/29/2008,60.,45.,52.5
01/30/2008,60.,42.,51.
01/31/2008,57.,39.,48.
02/01/2008,62.,40.,51.
02/02/2008,66.,41.,53.5
02/03/2008,63.,45.,54.
02/04/2008,58.,43.,50.5
02/05/2008,56.,38.,47.
02/06/2008,59.,40.,49.5
02/07/2008,65.,41.,53.
02/08/2008,68.,44.,56.
02/09/2008,74.,46.,60.
02/10/2008,77.,49.,63.
02/11/2008,75.,50.,62.5
02/12/2008,76.,50.,63.
02/13/2008,74.,51.,62.5
02/14/2008,66.,53.,59.5
02/15/2008,55.,48.,51.5
02/16/2008,60.,46.,53.
02/17/2008,66.,44.,55.
02/18/2008,68.,47.,57.5
02/19/2008,71.,50.,60.5
02/20/2008,70.,52.,61.
02/21/2008,65.,48.,56.5
02/22/2008,60.,51.,55.5
02/23/2008,67.,50.,58.5
02/24/2008,69.,54.,61.5
02/25/2008,74.,50.,62.
02/26/2008,78.,52.,65.
02/27/2008,81.,57.,69.
02/28/2008,82.,53.,67.5
02/29/2008,83.,55.,69.
03/01/2008,81.,55.,68.
03/02/2008,73.,53.,63.
03/03/2008,68.,49.,58.5
03/04/2008,73.,49.,61.
03/05/2008,74.,48.,61.
03/06/2008,69.,47.,58.
03/07/2008,75.,46.,60.5
03/08/2008,74.,49.,61.5
03/09/2008,78.,52.,65.
03/10/2008,81.,53.,67.
03/11/2008,82.,53.,67.5
03/12/2008,84.,56.,70.
03/13/2008,83.,55.,69.
03/14/2008,83.,57.,70.
03/15/2008,76.,55.,65.5
03/16/2008,63.,50.,56.5
03/17/2008,64.,47.,55.5
03/18/2008,74.,48.,61.
03/19/2008,80.,52.,66.
03/20/2008,84.,53.,68.5
03/21/2008,86.,54.,70.
03/22/2008,87.,54.,70.5
03/23/2008,87.,57.,72.
03/24/2008,88.,62.,75.
03/25/2008,89.,60.,74.5
03/26/2008,88.,58.,73.
03/27/2008,86.,59.,72.5
03/28/2008,87.,59.,73.
03/29/2008,87.,61.,74.
03/30/2008,82.,60.,71.
03/31/2008,78.,57.,67.5
04/01/2008,84.,55.,69.5
04/02/2008,85.,59.,72.
04/03/2008,79.,58.,68.5
04/04/2008,84.,58.,71.
04/05/2008,84.,55.,69.5
04/06/2008,86.,59.,72.5
04/07/2008,84.,61.,72.5
04/08/2008,86.,58.,72.
04/09/2008,75.,60.,67.5
04/10/2008,78.,58.,68.
04/11/2008,82.,55.,68.5
04/12/2008,86.,61.,73.5
04/13/2008,94.,63.,78.5
04/14/2008,98.,66.,82.
04/15/2008,93.,65.,79.
04/16/2008,85.,66.,75.5
04/17/2008,78.,58.,68.
04/18/2008,89.,56.,72.5
04/19/2008,88.,61.,74.5
04/20/2008,84.,60.,72.
04/21/2008,84.,57.,70.5
04/22/2008,89.,59.,74.
04/23/2008,89.,61.,75.
04/24/2008,87.,63.,75.
04/25/2008,89.,60.,74.5
04/26/2008,95.,61.,78.
04/27/2008,93.,71.,82.
04/28/2008,94.,66.,80.
04/29/2008,99.,67.,83.
04/30/2008,93.,69.,81.
05/01/2008,85.,67.,76.
05/02/2008,85.,59.,72.
05/03/2008,91.,63.,77.
05/04/2008,95.,64.,79.5
05/05/2008,93.,67.,80.
05/06/2008,83.,65.,74.
05/07/2008,87.,64.,75.5
05/08/2008,92.,66.,79.
05/09/2008,94.,68.,81.
05/10/2008,94.,66.,80.
05/11/2008,98.,67.,82.5
05/12/2008,93.,66.,79.5
05/13/2008,80.,67.,73.5
05/14/2008,86.,62.,74.
05/15/2008,92.,66.,79.
05/16/2008,93.,72.,82.5
05/17/2008,98.,73.,85.5
05/18/2008,105.,74.,89.5
05/19/2008,110.,76.,93.
05/20/2008,108.,80.,94.
05/21/2008,94.,78.,86.
05/22/2008,78.,53.,65.5
05/23/2008,72.,51.,61.5
05/24/2008,72.,57.,64.5
05/25/2008,81.,62.,71.5
05/26/2008,82.,62.,72.
05/27/2008,91.,65.,78.
05/28/2008,92.,68.,80.
05/29/2008,94.,69.,81.5
05/30/2008,95.,68.,81.5
05/31/2008,99.,71.,85.
06/01/2008,101.,71.,86.
06/02/2008,101.,74.,87.5
06/03/2008,100.,74.,87.
